Umean,Umax,Umed,Tstart,Ttotal,Dtotal,Dispmed,dEmax,Iswim,Ibike,Turnsmed,Turnsmin,Turnsmean,Grademed,Activity,Athlete,FileID
7.237933357,17.62234899,6.8241983,6.092222222,1.59472222,35120.12432,370.2147622,92.2,0,0,0.906409276,0.120939556,0.730599515,0,ride,Adam,20130519-140404
9.418705506,17.62234899,9.831372771,6.399444443,0.756388891,25647.13493,595.351349,95.6,0,0,0.67736645,0.202511351,0.651159961,0.016848146,ride,Adam,20130519-142357
7.096372118,21.83838378,6.667290473,8.209166665,4.591388893,114033.2713,1589.495479,671.1,0,0,0.56215473,0.138222386,0.575853449,0.034766769,ride,Adam,20130525-161223
7.344021438,19.64353679,7.505323772,13.63111111,3.896944438,98121.8461,1244.370005,675.2,0,0,0.513393139,0.162053858,0.511491163,0.03985398,ride,Adam,20130527-213737
7.607888227,15.97582993,7.429663897,7.803333334,3.748611113,103544.9189,2734.32291,139.3,0,0,0.733901212,0.235392538,0.719595924,0.016860605,ride,Adam,20130601-154803
6.912425256,19.32135087,6.213776023,6.031666665,6.926111109,164287.0827,1247.456586,798.3,0,0,0.490208455,0.139198207,0.503676315,0.040455144,ride,Adam,20130602-140151
6.948153808,21.12685625,6.234230415,8.214722221,3.372222226,80891.77361,1446.876729,639.1,0,0,0.568526564,0.124934469,0.544508518,0.040081939,ride,Adam,20130608-161245
8.273902272,11.9507689,9.052257804,18.4025,0.856111111,25699.86067,2433.754457,111.8,0,0,0.770755108,0.155185572,0.686580014,0.010489975,ride,Adam,20130614-022403
7.275641746,17.52779568,6.69606482,7.288055554,6.433611109,161538.0248,1239.16793,1233.8,0,0,0.481621982,0.062876297,0.492536253,0.03715999,ride,Adam,20130629-151712
7.957939898,17.6525875,8.60793148,17.31444444,1.451944448,41229.52408,1951.296104,315.7,0,0,0.574651498,0.195050735,0.554154285,0.013009884,ride,Adam,20130701-011846
7.143764763,22.36530296,6.483815457,6.856666666,4.840555558,117655.502,774.0450607,1095.2,0,0,0.35940924,0.108925799,0.414968501,0.041863849,ride,Adam,20130704-145123
8.739166357,20.78761667,9.139783118,5.661388887,5.365555557,165709.5617,2561.44747,303.3,0,0,0.615655885,0.088547321,0.582537692,0.019201808,ride,Adam,20130706-133939
7.947499041,13.03409421,8.80317481,18.98583333,0.795833331,23387.93834,3644.422087,22,0,0,0.805841422,0.696363111,0.798255122,0.005478881,ride,Adam,20130711-025906
8.16776633,12.2178065,9.148360851,8.625555555,0.77972222,23350.36434,3538.054172,25.7,0,0,0.786151249,0.665465582,0.797487922,0.005578556,ride,Adam,20130711-163729
8.309164451,12.65100975,9.217225453,19.44583333,0.75527778,23361.09311,3796.451685,48.5,0,0,0.814418076,0.745811854,0.807258626,0.005293695,ride,Adam,20130712-032642
8.092291261,15.96851162,9.176569959,9.214999999,0.825833336,25020.9742,3670.021982,26.5,0,0,0.779513937,0.51593276,0.775112911,0.004813995,ride,Adam,20130712-171253
